User_ID,Product_ID,Product_Category,Quantity,Price
45,35,Books,2,66.98886291076644
48,41,Clothes,4,57.501357639091125
65,34,Books,2,28.864011069848694
68,29,Books,5,35.784970514323085
68,5,Groceries,8,79.87563817209603
10,27,Electronics,6,20.43281941363412
84,33,Books,7,12.750204861481565
22,46,Books,3,53.752548048330716
37,10,Groceries,6,26.026326403644372
88,6,Electronics,3,27.070067472595667
71,34,Electronics,3,54.96208079258277
89,8,Groceries,2,52.36068712595624
89,31,Books,4,93.15604456345795
13,9,Clothes,9,52.82768141117412
59,21,Groceries,4,23.655543741363513
66,8,Groceries,1,7.57243198754606
40,4,Electronics,8,12.99691781536929
88,22,Groceries,4,44.88647662802264
47,28,Clothes,9,54.12653114060551
89,45,Groceries,3,66.41660605406747
82,4,Groceries,5,49.76464264494142
38,39,Electronics,4,67.52892840138912
26,21,Clothes,2,5.068111160443135
78,8,Clothes,7,6.40418796323044
73,20,Books,6,81.25969718257139
10,32,Electronics,9,63.30170220739743
21,1,Clothes,5,76.79510822131259
81,6,Clothes,4,40.94832014196409
70,28,Groceries,7,62.08870021366582
80,44,Books,6,49.57113558376862
48,31,Electronics,4,73.90504177862599
65,10,Clothes,8,14.277667051748551
83,20,Books,9,16.161701347119546
89,8,Electronics,9,82.25623687549177
50,22,Groceries,4,15.01038836602088
30,38,Clothes,8,96.62852747201552
20,29,Books,9,72.70074894342085
20,9,Electronics,6,54.77947556688264
15,44,Clothes,8,89.18121144373035
40,47,Electronics,3,87.0163612134956
33,1,Groceries,8,78.66555092043463
66,41,Groceries,9,80.74282210589764
10,39,Books,1,79.24159912539423
58,26,Books,8,59.12207398654965
33,11,Clothes,5,74.05084780315741
32,35,Books,9,48.42921431871566
75,24,Clothes,5,81.21049887303772
24,33,Electronics,5,75.63546597214795
36,20,Clothes,1,87.29770017301504
76,27,Groceries,5,93.1115305644287
56,15,Groceries,9,6.2955860348921355
29,33,Books,1,50.64003542726317
35,7,Groceries,1,92.12943688823351
1,34,Clothes,5,21.143823651036957
1,45,Electronics,8,8.72611852637166
37,46,Groceries,4,45.863833933810476
54,42,Groceries,8,45.96906585414335
6,5,Clothes,8,55.46353666281225
39,30,Clothes,3,49.711498627845614
18,28,Clothes,3,71.30941287671557
80,18,Clothes,2,56.47312788487505
5,36,Electronics,8,56.522342820504385
43,3,Clothes,1,68.38525861684977
59,21,Books,8,54.627061493497344
32,46,Electronics,6,10.902426524703582
2,16,Electronics,8,82.06959545770823
66,37,Books,2,32.213086754205676
42,42,Groceries,2,90.6567914168891
58,5,Books,3,66.012201897144
36,14,Groceries,5,77.56752877430797
12,31,Clothes,2,34.68854400225702
47,46,Groceries,5,19.82933617600723
83,24,Books,6,66.88937077434096
92,35,Electronics,9,37.02270090424349
1,36,Books,3,45.872370412395945
15,10,Clothes,2,85.68695183187978
54,27,Clothes,7,7.121498370759722
13,27,Clothes,4,80.45903909269727
43,23,Books,1,92.8077482555385
85,13,Clothes,4,53.09377004387376
76,16,Groceries,6,18.69700940246192
69,35,Clothes,2,42.64227576829924
7,27,Electronics,4,19.152612619334178
69,39,Clothes,8,16.660757430032177
48,47,Groceries,2,96.57173416761353
4,17,Books,2,33.82502005399168
77,48,Electronics,8,30.3346172839264
53,41,Books,5,78.25373004870133
79,1,Groceries,3,55.19039929440174
16,11,Books,1,87.93410438997107
21,12,Groceries,4,99.98611366427718
59,14,Groceries,3,12.627059358041343
24,8,Groceries,5,18.592450060839788
80,31,Clothes,1,94.59479003922995
14,7,Groceries,1,25.073648055465426
86,46,Clothes,4,9.268329201240055
49,31,Clothes,9,86.73439595901525
50,16,Books,4,11.989524464169726
70,42,Books,1,96.3749194460441
42,39,Groceries,5,77.2265154220237
36,44,Books,5,43.420120439024004
65,19,Electronics,1,11.186255669056635
96,8,Books,3,72.60337717607064
70,29,Groceries,6,59.134250228687826
95,2,Books,6,19.3816368291887
1,42,Books,9,64.59740187103684
51,3,Groceries,3,67.44359603622658
37,29,Clothes,8,94.81480026150987
35,15,Books,4,48.49434209927282
49,38,Clothes,7,53.68639572560616
94,28,Books,2,91.3111402753014
4,37,Clothes,1,28.408220626806155
99,32,Books,3,30.01791947847508
43,30,Books,3,93.36052325755408
78,47,Clothes,6,40.47764496885456
22,30,Groceries,6,78.30505239007098
74,34,Books,2,37.285088799284
1,13,Electronics,3,25.722161211551157
11,33,Books,9,34.33781530617823
44,42,Electronics,8,53.1617439631399
59,17,Electronics,4,26.06919979572167
24,3,Electronics,8,74.3502379465942
60,9,Clothes,4,12.117537038679387
3,11,Books,2,57.564948122101825
99,49,Groceries,1,59.782388887767524
63,27,Clothes,2,34.98873754376831
36,28,Clothes,1,9.224445127396322
95,2,Groceries,9,53.66945569066222
68,1,Books,9,11.063409765935003
83,6,Groceries,6,85.5659824984184
47,25,Groceries,4,95.19014016616977
21,35,Clothes,4,30.17102214752133
82,16,Electronics,2,14.630533784575213
51,4,Books,1,32.23895563502779
28,47,Clothes,7,23.68139729427148
15,38,Books,2,5.84587986453379
42,44,Clothes,7,89.67363296194418
59,20,Groceries,6,79.95645622208315
66,25,Books,8,33.77342745214717
37,7,Clothes,1,66.25856105524464
11,21,Books,2,97.18897814797494
87,7,Electronics,5,79.62772808071323
44,29,Electronics,6,76.1524374416654
12,7,Books,2,62.72429009187233
3,3,Books,7,40.14436607112229
52,29,Books,6,60.54078014249307
81,29,Books,5,19.941734934734825
33,39,Clothes,5,8.587589230685891
55,38,Groceries,5,42.311491221543825
1,6,Clothes,8,19.64233591335173
39,46,Electronics,3,19.51052250967736
20,10,Electronics,3,50.58386789802289
47,37,Clothes,7,21.808871097082292
43,14,Electronics,6,23.98851264641717
57,22,Clothes,4,59.63819963993085
61,32,Electronics,1,48.42096845518235
78,18,Groceries,9,73.22130878174073
31,36,Books,9,48.9897547541636
25,46,Electronics,2,34.19412368237256
3,9,Clothes,9,65.407439660221
4,26,Books,8,50.84963888821385
95,22,Clothes,6,97.87038654513157
99,46,Books,8,28.537896525955258
14,38,Books,5,69.13049750727
41,23,Books,1,98.80019286645131
73,17,Groceries,8,92.96937021723426
20,26,Electronics,3,28.99386994939228
96,47,Clothes,4,73.34956663408214
73,38,Electronics,6,41.72115309454887
27,2,Groceries,5,77.15155916954735
67,6,Clothes,1,16.942192730782544
53,7,Groceries,5,97.44410074520546
68,13,Books,6,19.202360485757843
62,27,Clothes,9,71.45591212395851
15,11,Electronics,2,37.82384965206745
97,15,Books,5,22.759033971080793
5,9,Clothes,9,42.13116513136624
68,8,Books,1,97.27918064828053
12,46,Books,2,15.902899454425254
87,6,Groceries,2,8.143901905547875
78,48,Clothes,9,80.63112532604059
76,43,Groceries,5,82.899592318716
57,4,Clothes,1,51.150513260982216
17,11,Groceries,4,96.28854371103284
25,28,Electronics,1,64.63310766077313
30,26,Clothes,8,61.14479130844395
22,4,Electronics,1,84.12962434531251
26,15,Clothes,9,5.106037544708189
81,19,Clothes,2,23.68648535939441
61,6,Electronics,3,32.27844955366506
62,5,Groceries,9,47.439991385024804
84,18,Electronics,6,16.760590599028156
34,6,Electronics,9,86.67383237205947
33,31,Clothes,3,72.98410960821336
71,25,Groceries,2,78.24468544643236
86,4,Books,4,13.6564411805129
32,6,Groceries,6,52.6389122415505
14,41,Electronics,1,16.373917670560516
72,37,Books,3,31.033854307857116
57,25,Electronics,6,92.4520204162838
25,34,Books,9,78.39963296828363
80,19,Groceries,7,78.3453980140087
42,34,Electronics,3,76.54319478347978
19,15,Clothes,8,43.44111543136832
41,8,Books,8,13.26075787353902
55,44,Books,2,93.43331845974829
80,47,Books,9,70.9674194232635
12,49,Books,5,78.93296410621558
39,34,Books,4,80.2033810926091
94,18,Clothes,4,83.21737118158039
2,30,Electronics,3,41.32247113523588
96,13,Clothes,1,93.80421397080433
45,47,Groceries,5,49.61087334557165
89,33,Electronics,7,25.51615821086842
25,35,Clothes,5,53.88936397932207
68,24,Electronics,4,66.17970930897818
83,26,Groceries,3,35.34486851415877
4,47,Clothes,4,15.146602434657755
77,44,Groceries,2,48.40217499683313
36,42,Books,2,51.3409307371313
87,47,Electronics,3,78.28354374093075
62,1,Electronics,8,11.880171434009025
70,13,Clothes,3,68.6908602389629
88,10,Groceries,8,19.059026810999605
44,19,Electronics,1,69.7059095639267
33,5,Books,2,37.48840380828254
12,8,Books,9,85.28317037502953
85,4,Groceries,1,48.35526933604772
11,49,Groceries,6,27.202306053496045
55,13,Clothes,3,77.43984740731865
38,38,Groceries,9,97.97217598762933
29,46,Books,1,65.19610913377335
3,49,Books,5,17.77066581899534
28,46,Electronics,1,24.41550642887977
84,19,Books,4,41.0678394915282
90,8,Books,9,52.17489521230143
24,27,Electronics,2,6.9134192457469705
54,47,Clothes,7,50.76189634913561
52,30,Groceries,5,50.11406337700464
47,4,Electronics,7,46.40888580319806
21,11,Electronics,7,34.32249070514903
54,21,Clothes,5,95.90945127612706
30,43,Groceries,8,68.27049729480214
68,2,Groceries,3,79.82469816608756
36,21,Groceries,9,53.98154853751655
40,17,Electronics,1,39.78394650053254
10,43,Books,9,40.2652327809528
74,29,Books,7,30.97142172508467
42,27,Electronics,3,56.961508981012635
24,24,Books,7,86.14301621536211
4,49,Clothes,6,8.724218572104526
47,3,Books,4,76.37330788887898
91,39,Electronics,8,79.45756966717508
51,10,Books,9,42.49878092145432
4,3,Clothes,4,75.66045836637846
32,45,Books,9,41.982272106635044
10,42,Books,9,34.96178439264027
11,26,Clothes,5,27.370835210296477
28,37,Groceries,5,81.36020996226468
46,27,Clothes,2,7.762680730782289
72,5,Books,1,27.71428289454705
40,42,Groceries,8,33.62925484672207
62,11,Groceries,7,62.72492224350362
86,13,Electronics,3,45.45266699293988
98,41,Electronics,2,67.99084587392542
45,34,Clothes,1,18.590835336150075
35,38,Clothes,7,37.62811134532797
35,40,Clothes,2,55.284470166133254
89,33,Books,7,64.14372448710776
34,34,Clothes,8,30.612065814451018
6,27,Electronics,2,29.811161814653776
37,36,Clothes,6,9.406478456882581
1,26,Groceries,3,83.15749681685459
76,25,Electronics,1,7.654898519227237
35,19,Groceries,3,39.260300987247476
70,21,Books,7,22.09110520035301
54,31,Clothes,7,52.66792744093324
81,29,Electronics,4,98.16164880329303
63,9,Groceries,6,44.99360683481961
9,19,Electronics,5,60.63467277139159
62,26,Groceries,8,61.16123836574744
2,25,Electronics,4,10.414890399849638
82,40,Groceries,3,73.50807878073122
36,43,Books,7,78.76000002046943
92,29,Groceries,2,74.70745291297621
41,25,Groceries,6,18.940569657022536
37,19,Electronics,2,48.11862124015859
49,4,Groceries,4,42.73016725497411
26,45,Groceries,2,41.6471689473755
68,20,Clothes,1,11.487812796691689
36,46,Groceries,8,80.07894776825096
31,1,Clothes,4,5.468267032907357
30,11,Electronics,7,20.510047418335894
34,4,Groceries,5,71.19859645788961
19,7,Books,5,26.605981274900895
18,28,Electronics,4,85.46664769292256
94,36,Books,6,62.15443800984931
85,7,Clothes,5,76.55976224358015
3,20,Clothes,5,26.45184080720392
70,35,Books,1,76.38119521709831
13,39,Books,1,84.42504810520533
45,21,Books,6,56.49164866886756
67,44,Electronics,1,7.603070094538407
92,1,Books,7,36.34742434483426
86,37,Groceries,4,61.15853013985429
40,46,Electronics,9,94.11887317197396
40,42,Clothes,7,25.662893653175963
76,3,Books,3,9.152989618514468
23,34,Clothes,2,61.61864212825347
31,13,Groceries,8,56.395856295857385
18,16,Books,8,43.616879728944404
71,34,Clothes,7,95.58850645226212
72,24,Groceries,8,13.007374824378685
19,13,Books,6,95.354713816976
93,6,Groceries,9,8.323987084902068
44,39,Books,9,56.199718448509074
84,2,Groceries,2,94.83542638213683
50,11,Clothes,5,48.86662223178032
42,7,Electronics,7,15.473518865180212
94,7,Books,5,97.02536658123546
47,39,Books,3,47.900982964108266
22,39,Electronics,8,82.4830424895054
74,12,Clothes,9,69.74991952126213
90,22,Books,6,43.549939859041466
97,3,Electronics,8,98.32878436553631
92,13,Electronics,7,67.42840505215759
74,30,Clothes,4,76.95973005287303
29,10,Electronics,4,7.058548434157193
82,9,Books,8,62.87136737019211
59,6,Clothes,3,94.79304690786515
1,44,Groceries,9,27.99125498404927
87,2,Groceries,2,28.778297174709444
64,44,Books,4,85.76854171356042
17,16,Electronics,3,94.80539145615906
37,13,Clothes,2,40.27300315604461
95,48,Groceries,8,69.19674468515457
25,13,Clothes,9,91.98646601838564
64,22,Books,8,14.036726487751437
68,19,Books,6,51.069491390948926
52,26,Clothes,8,79.1749095398532
9,14,Clothes,8,66.60720490707394
57,31,Books,2,17.018648414469247
92,29,Books,6,86.70252409444375
94,45,Electronics,7,63.71694494682442
88,42,Groceries,6,95.31270953455825
33,22,Electronics,9,62.17124459697383
20,7,Clothes,9,82.38558661818912
73,37,Groceries,2,98.80141685137538
72,49,Electronics,6,79.80790281830234
88,41,Groceries,3,51.68110667439474
14,27,Electronics,6,60.90488840670561
59,31,Clothes,2,59.45844102057767
82,6,Books,9,9.698382623266394
56,16,Groceries,2,41.6026981092958
65,38,Clothes,8,45.11623452384506
76,38,Clothes,9,17.315001308958642
93,32,Books,6,8.924102955413684
37,33,Books,1,5.451012910864636
26,49,Books,2,38.89648271511484
33,17,Groceries,6,28.040541544031797
43,33,Books,2,57.76162096323565
15,11,Groceries,5,92.7737947397623
87,13,Books,9,8.709489696466465
29,30,Electronics,3,46.35028513802599
21,1,Electronics,9,68.42634375159116
83,30,Clothes,4,12.999712195000878
69,27,Electronics,4,63.1371274297238
23,40,Books,8,40.064399320649066
84,23,Groceries,5,77.70068396732825
8,20,Groceries,9,28.523433062502146
73,6,Books,4,16.732046408618118
62,37,Groceries,4,15.16904618533094
14,20,Clothes,2,52.00264777395894
6,37,Electronics,8,58.39620516124478
1,6,Books,6,25.784414433969502
9,29,Electronics,6,57.32593223989411
80,13,Electronics,8,73.19600338585538
80,27,Books,8,28.731280896578518
54,20,Books,4,5.96566955719994
12,13,Electronics,3,83.951325263944
5,39,Books,2,85.14942621416763
40,8,Electronics,3,40.879658604026126
93,17,Electronics,6,94.13315802675442
46,30,Electronics,9,83.54567708780752
27,1,Books,9,35.150506039119435
75,24,Books,9,61.828289444390144
53,16,Clothes,3,43.39154765220265
50,11,Electronics,3,16.102379111274075
92,4,Electronics,9,44.18574139024098
52,4,Electronics,5,85.14754276163971
19,17,Clothes,2,54.695341132872514
35,49,Electronics,2,62.7981553570396
52,10,Clothes,1,39.188032230474086
31,21,Clothes,3,21.70128682080423
54,38,Books,2,59.153708875678134
59,49,Clothes,8,57.41888847930971
44,18,Books,1,95.83231598616766
56,10,Groceries,3,5.889064673895666
19,45,Electronics,4,90.32470780327968
46,16,Groceries,5,92.95547170341987
88,39,Electronics,4,27.859264841977136
66,15,Clothes,1,9.339322793529814
71,34,Books,1,85.64167939683473
54,5,Clothes,7,21.052725169210806
49,17,Electronics,5,42.70399667740816
95,37,Electronics,4,48.05383161102549
60,8,Clothes,4,35.87489837655478
81,24,Electronics,2,45.52011562058069
27,28,Electronics,1,34.56844582365178
36,47,Groceries,8,54.896214543953235
59,8,Clothes,9,8.801622081139138
50,23,Groceries,7,61.14206301234741
74,35,Clothes,3,19.524265919943215
45,31,Groceries,9,97.75824701127884
14,17,Books,9,66.33282433663089
71,28,Electronics,7,5.7523545817091435
39,48,Electronics,5,8.711575063936543
40,48,Clothes,2,30.624463331867847
9,12,Clothes,9,77.57395719425227
14,24,Clothes,6,13.765113019895535
8,15,Groceries,5,67.89640427277013
